#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 02 07 13 20  95  3.2  4.8 99.00 99.00 99.00 999 1025.3   5.2   7.0 999.0 99.0 99.00
2009 02 07 13 50  86  2.0  3.4  2.76 11.43  8.84 286 1025.4   5.1   7.0 999.0 99.0 99.00
2009 02 07 14 20  90  3.2  4.7 99.00 99.00 99.00 999 1025.3   5.3   7.0 999.0 99.0 99.00
2009 02 07 14 50  86  3.5  4.8  2.77 10.81  8.99 275 1025.5   5.1   7.0 999.0 99.0 99.00
2009 02 07 15 20  93  3.7  5.0 99.00 99.00 99.00 999 1025.3   4.9   7.0 999.0 99.0 99.00
2009 02 07 15 50  92  3.8  5.4  2.56 12.12  8.64 269 1025.6   5.0   7.0 999.0 99.0 99.00
2009 02 07 16 20  74  3.8  5.2 99.00 99.00 99.00 999 1026.1   5.1   7.0 999.0 99.0 99.00
2009 02 07 16 50  73  2.9  4.4  2.73 10.81  9.31 286 1026.3   5.4   7.0 999.0 99.0 99.00
2009 02 07 17 20 102  4.8  6.5 99.00 99.00 99.00 999 1025.8   5.5   7.0 999.0 99.0 99.00
2009 02 07 17 50 110  6.6  8.9  2.62 10.81  9.12 275 1025.0   5.3   7.0 999.0 99.0 99.00
2009 02 07 18 20  99  6.3  8.2 99.00 99.00 99.00 999 1025.2   5.2   7.1 999.0 99.0 99.00
2009 02 07 18 50  95  5.9  7.6  2.51 10.81  8.79 271 1025.3   5.3   7.1 999.0 99.0 99.00
2009 02 07 19 20  95  5.1  6.6 99.00 99.00 99.00 999 1025.2   5.6   7.1 999.0 99.0 99.00
2009 02 07 19 50 122  5.7  7.0  2.25 12.12  8.77 270 1025.0   5.8   7.1 999.0 99.0 99.00
2009 02 07 20 20 122  6.4  8.0 99.00 99.00 99.00 999 1024.5   5.9   7.1 999.0 99.0 99.00
2009 02 07 20 50 122  6.2  8.0  2.34 12.12  8.67 272 1024.3   6.1   7.2 999.0 99.0 99.00
2009 02 07 21 20 124  5.5  7.4 99.00 99.00 99.00 999 1024.2   5.9   7.2 999.0 99.0 99.00
2009 02 07 21 50 125  4.7  6.5  2.38 12.12  8.54 273 1023.9   5.9   7.2 999.0 99.0 99.00
2009 02 07 22 20 119  4.1  5.9 99.00 99.00 99.00 999 1023.6   6.0   7.2 999.0 99.0 99.00
2009 02 07 22 50 122  4.4  5.8  2.38 12.12  8.95 264 1023.3   6.0   7.3 999.0 99.0 99.00
2009 02 07 23 20 119  3.0  4.1 99.00 99.00 99.00 999 1023.1   6.1   7.2 999.0 99.0 99.00
2009 02 07 23 50 106  3.5  4.8  2.58 12.90  9.37 266 1022.5   6.1   7.3 999.0 99.0 99.00
2009 02 08 00 20 108  4.1  5.5 99.00 99.00 99.00 999 1022.1   6.0   7.3 999.0 99.0 99.00
2009 02 08 00 50 118  3.9  5.5  2.24 12.12  9.16 261 1021.7   6.1   7.2 999.0 99.0 99.00
2009 02 08 01 20 114  3.7  5.3 99.00 99.00 99.00 999 1021.3   6.1   7.2 999.0 99.0 99.00
2009 02 08 01 50 105  4.5  5.6  2.27 11.43  9.43 261 1020.9   6.1   7.2 999.0 99.0 99.00
2009 02 08 02 20 108  5.0  6.4 99.00 99.00 99.00 999 1020.3   6.0   7.1 999.0 99.0 99.00
2009 02 08 02 50 111  6.1  8.0  2.11 13.79  8.88 263 1019.9   5.9   7.1 999.0 99.0 99.00
2009 02 08 03 20 108  6.8  7.9 99.00 99.00 99.00 999 1019.4   5.8   7.2 999.0 99.0 99.00
2009 02 08 03 50 100  6.8  8.7  2.05 10.00  8.63 277 1018.9   5.7   7.1 999.0 99.0 99.00
2009 02 08 04 20 102  7.1  8.7 99.00 99.00 99.00 999 1018.3   5.6   7.1 999.0 99.0 99.00
2009 02 08 04 50 106  7.4  9.3  2.00 10.81  8.42 278 1017.5   5.6   7.1 999.0 99.0 99.00
2009 02 08 05 20 108  7.6  9.3 99.00 99.00 99.00 999 1016.9   5.4   7.1 999.0 99.0 99.00
2009 02 08 05 50 112  7.6  8.9  1.91 10.00  7.86 266 1016.3   5.4   7.1 999.0 99.0 99.00
2009 02 08 06 20 106  7.4  9.1 99.00 99.00 99.00 999 1015.8   5.4   7.1 999.0 99.0 99.00
2009 02 08 06 50 113  7.5  9.1  1.72 14.81  7.89 258 1015.2   5.5   7.1 999.0 99.0 99.00
2009 02 08 07 20 117  7.9  9.3 99.00 99.00 99.00 999 1014.6   5.3   7.1 999.0 99.0 99.00
2009 02 08 07 50 121  7.5  8.8  1.50 12.90  7.64 284 1014.2   5.2   7.1 999.0 99.0 99.00
2009 02 08 08 20 114  7.2  8.7 99.00 99.00 99.00 999 1013.5   5.4   7.1 999.0 99.0 99.00
2009 02 08 08 50 112  7.8  9.4  1.50 11.43  7.83 267 1012.8   5.4   7.1 999.0 99.0 99.00
2009 02 08 09 20 119  8.1  9.9 99.00 99.00 99.00 999 1012.1   5.5   7.1 999.0 99.0 99.00
2009 02 08 09 50 111  8.5 10.2  1.37 10.81  7.78 265 1011.3   5.6   7.1 999.0 99.0 99.00
2009 02 08 10 20 110  8.4 10.2 99.00 99.00 99.00 999 1010.7   5.5   7.1 999.0 99.0 99.00
2009 02 08 10 50 119  9.3 11.1  1.57 10.00  7.58 272 1010.0   5.5   7.1 999.0 99.0 99.00
2009 02 08 11 20 115  8.6 10.4 99.00 99.00 99.00 999 1009.4   5.5   7.1 999.0 99.0 99.00
2009 02 08 11 50 122  8.0 10.0  1.71 12.12  7.95 270 1008.9   5.4   7.1 999.0 99.0 99.00
2009 02 08 12 20 126  7.4  8.7 99.00 99.00 99.00 999 1008.3   5.2   7.1 999.0 99.0 99.00
2009 02 08 12 50 119  7.2  9.3  1.78 12.12  8.46 283 1007.8   5.5   7.1 999.0 99.0 99.00
2009 02 08 13 20 121  7.9  9.5 99.00 99.00 99.00 999 1007.1   5.5   7.1 999.0 99.0 99.00
2009 02 08 13 50 119  8.0  9.7  2.19 12.12  8.95 274 1006.5   5.5   7.1 999.0 99.0 99.00
2009 02 08 14 20 115  8.1  9.8 99.00 99.00 99.00 999 1005.7   5.6   7.1 999.0 99.0 99.00
2009 02 08 14 50 120  8.0 10.0  2.30 11.43  8.65 282 1005.3   5.6   7.1 999.0 99.0 99.00
2009 02 08 15 20 110  7.8  9.4 99.00 99.00 99.00 999 1004.7   5.6   7.1 999.0 99.0 99.00
2009 02 08 15 50 107  8.5 10.6  2.21 13.79  8.11 266 1004.0   5.6   7.1 999.0 99.0 99.00
2009 02 08 16 20 125  8.1  9.9 99.00 99.00 99.00 999 1003.8   5.7   7.2 999.0 99.0 99.00
2009 02 08 16 50 120  8.8 10.8  2.33 14.81  8.70 254 1003.2   5.4   7.2 999.0 99.0 99.00
2009 02 08 17 20 115  8.3 10.6 99.00 99.00 99.00 999 1002.8   5.5   7.2 999.0 99.0 99.00
2009 02 08 17 50 117  7.6  9.6  2.53 14.81  9.14 257 1002.6   5.6   7.2 999.0 99.0 99.00
2009 02 08 18 20 120  6.6  9.2 99.00 99.00 99.00 999 1002.4   5.6   7.1 999.0 99.0 99.00
2009 02 08 18 50 129  7.1  8.9  2.97 12.12 10.01 269 1002.1   5.7   7.2 999.0 99.0 99.00
2009 02 08 19 20 124  5.8  7.6 99.00 99.00 99.00 999 1002.1   5.8   7.2 999.0 99.0 99.00
2009 02 08 19 50 115  5.4  7.3  3.36 12.12 10.34 276 1001.7   5.7   7.2 999.0 99.0 99.00
2009 02 08 20 20 112  5.1  7.1 99.00 99.00 99.00 999 1001.4   5.8   7.2 999.0 99.0 99.00
2009 02 08 20 50 112  4.3  5.9  3.01 13.79 10.03 271 1001.1   5.9   7.2 999.0 99.0 99.00
2009 02 08 21 20  95  4.0  6.2 99.00 99.00 99.00 999 1000.8   5.9   7.2 999.0 99.0 99.00
2009 02 08 21 50 111  3.9  5.3  2.86 12.90  9.72 273 1000.6   6.0   7.2 999.0 99.0 99.00
2009 02 08 22 20 110  3.7  5.2 99.00 99.00 99.00 999 1000.5   6.0   7.2 999.0 99.0 99.00
2009 02 08 22 50 126  3.1  4.6  2.87 12.90  9.94 271 1000.4   6.1   7.2 999.0 99.0 99.00
2009 02 08 23 20 131  2.4  4.0 99.00 99.00 99.00 999 1000.6   6.3   7.2 999.0 99.0 99.00
2009 02 08 23 50 183  2.8  4.0  2.57 13.79  9.57 254 1000.6   6.6   7.2 999.0 99.0 99.00
2009 02 09 00 20 181  5.3  6.5 99.00 99.00 99.00 999 1000.6   6.9   7.2 999.0 99.0 99.00
2009 02 09 00 50 154  3.7  6.0  2.64 12.90  9.90 258 1000.6   6.8   7.2 999.0 99.0 99.00
2009 02 09 01 20 191  5.2  6.5 99.00 99.00 99.00 999 1000.6   6.9   7.1 999.0 99.0 99.00
2009 02 09 01 50 248  4.0  6.8  2.62 11.43  9.64 262 1000.7   7.0   7.1 999.0 99.0 99.00
2009 02 09 02 20 312 11.5 14.7 99.00 99.00 99.00 999 1000.5   5.4   7.1 999.0 99.0 99.00
2009 02 09 02 50 310 12.0 15.3  3.01 12.90  9.33 280 1001.0   4.7   7.1 999.0 99.0 99.00
2009 02 09 03 20 316 12.2 14.8 99.00 99.00 99.00 999 1001.5   4.6   7.1 999.0 99.0 99.00
2009 02 09 03 50 319 11.8 14.9  3.13 12.90  7.98 278 1001.6   4.8   7.1 999.0 99.0 99.00
2009 02 09 04 50 319 11.7 13.8  3.72 12.12  7.82 287 1001.9   5.1   7.1 999.0 99.0 99.00
2009 02 09 05 20 320 12.3 14.9 99.00 99.00 99.00 999 1002.3   5.1   7.1 999.0 99.0 99.00
2009 02 09 05 50 317 11.2 13.8  3.80 12.12  7.48 281 1002.8   5.2   7.1 999.0 99.0 99.00
2009 02 09 06 20 307 11.0 14.1 99.00 99.00 99.00 999 1003.3   5.4   7.1 999.0 99.0 99.00
2009 02 09 06 50 307 11.7 14.1  3.52 12.12  7.31 281 1003.6   5.5   7.1 999.0 99.0 99.00
2009 02 09 07 20 310 11.0 14.1 99.00 99.00 99.00 999 1004.0   5.6   7.0 999.0 99.0 99.00
2009 02 09 07 50 310 10.5 12.5  3.56 12.12  7.26 285 1004.3   5.6   7.0 999.0 99.0 99.00
2009 02 09 08 20 308 11.2 13.9 99.00 99.00 99.00 999 1004.7   5.6   7.0 999.0 99.0 99.00
2009 02 09 08 50 308 10.3 13.0  3.86 11.43  7.64 283 1005.2   5.7   7.0 999.0 99.0 99.00
2009 02 09 09 20 309 10.8 12.7 99.00 99.00 99.00 999 1005.3   5.6   7.0 999.0 99.0 99.00
2009 02 09 09 50 304 10.2 12.8  3.10 11.43  6.95 282 1005.7   5.6   7.0 999.0 99.0 99.00
2009 02 09 10 20 300  9.6 12.3 99.00 99.00 99.00 999 1006.1   5.4   7.0 999.0 99.0 99.00
2009 02 09 10 50 303  9.3 11.1  3.24 11.43  7.43 282 1006.4   5.3   7.1 999.0 99.0 99.00
2009 02 09 11 20 289  8.9 11.4 99.00 99.00 99.00 999 1006.7   5.4   7.0 999.0 99.0 99.00
2009 02 09 11 50 302  8.9 11.8  3.22 12.12  7.78 266 1007.2   5.4   6.9 999.0 99.0 99.00
2009 02 09 12 20 306  9.0 11.0 99.00 99.00 99.00 999 1007.6   5.1   6.9 999.0 99.0 99.00
2009 02 09 12 50 310  8.5 10.2  2.84 10.81  7.48 284 1008.2   5.1   6.9 999.0 99.0 99.00
2009 02 09 13 20 307  8.2 10.1 99.00 99.00 99.00 999 1008.7   5.1   6.9 999.0 99.0 99.00
2009 02 09 13 50 299  7.5  9.0  3.05 11.43  7.86 273 1009.0   5.1   6.9 999.0 99.0 99.00
2009 02 09 14 20 266  6.8 10.0 99.00 99.00 99.00 999 1009.5   3.7   6.9 999.0 99.0 99.00
2009 02 09 14 50 295  4.1  5.7  3.12 11.43  8.00 283 1009.9   4.0   6.8 999.0 99.0 99.00
2009 02 09 15 20 335  6.7  9.3 99.00 99.00 99.00 999 1010.5   3.2   6.8 999.0 99.0 99.00
2009 02 09 15 50 339  6.5  8.1  2.79 12.90  8.03 280 1010.6   4.3   6.8 999.0 99.0 99.00
2009 02 09 16 20 329  5.4  7.1 99.00 99.00 99.00 999 1011.1   4.5   6.8 999.0 99.0 99.00
2009 02 09 16 50 314  4.4  6.0  2.82 10.00  8.21 287 1011.4   4.6   6.8 999.0 99.0 99.00
2009 02 09 17 20 329  4.0  5.2 99.00 99.00 99.00 999 1011.8   3.5   6.8 999.0 99.0 99.00
2009 02 09 17 50 308  3.4  5.1  2.79 11.43  7.98 288 1012.0   4.6   6.9 999.0 99.0 99.00
2009 02 09 18 20 328  6.7  9.5 99.00 99.00 99.00 999 1012.1   4.6   6.9 999.0 99.0 99.00
2009 02 09 18 50 339  3.0  4.2  2.55 11.43  7.83 283 1012.6   4.3   6.9 999.0 99.0 99.00
2009 02 09 19 20 327  2.3  4.3 99.00 99.00 99.00 999 1012.7   4.7   7.0 999.0 99.0 99.00
2009 02 09 19 50 323  3.6  5.0  2.50 12.12  7.62 289 1012.7   4.5   7.0 999.0 99.0 99.00
2009 02 09 20 20 283  4.1  5.7 99.00 99.00 99.00 999 1012.7   4.3   7.0 999.0 99.0 99.00
2009 02 09 20 50 266  4.3  5.5  2.34 11.43  7.60 267 1013.1   4.5   7.0 999.0 99.0 99.00
2009 02 09 21 20 300  6.3  8.9 99.00 99.00 99.00 999 1013.2   4.6   7.0 999.0 99.0 99.00
2009 02 09 21 50 306  5.7  7.6  2.37 10.81  7.79 269 1013.3   4.6   7.0 999.0 99.0 99.00
2009 02 09 22 20 302  9.0 11.5 99.00 99.00 99.00 999 1013.5   3.7   7.0 999.0 99.0 99.00
2009 02 09 22 50 330  4.7  6.6  2.42 10.81  7.38 273 1014.0   2.3   7.0 999.0 99.0 99.00
2009 02 09 23 20 301  3.2  5.1 99.00 99.00 99.00 999 1014.0   3.6   7.0 999.0 99.0 99.00
2009 02 09 23 50 297  2.8  4.6  2.64 11.43  8.17 282 1014.2   4.2   7.0 999.0 99.0 99.00
2009 02 10 00 20 272  4.2  5.4 99.00 99.00 99.00 999 1014.6   4.2   7.0 999.0 99.0 99.00
2009 02 10 00 50 293  4.7  6.1  2.59 10.81  7.99 283 1014.9   4.3   7.0 999.0 99.0 99.00
2009 02 10 01 20 302  4.1  6.0 99.00 99.00 99.00 999 1015.0   4.2   7.0 999.0 99.0 99.00
2009 02 10 01 50 307  4.4  6.2  2.79 11.43  9.15 293 1015.0   4.5   6.9 999.0 99.0 99.00
2009 02 10 02 20 321  4.5  6.5 99.00 99.00 99.00 999 1015.1   4.6   6.9 999.0 99.0 99.00
2009 02 10 02 50 308  4.0  5.6  3.19 10.81  9.63 278 1015.1   4.6   6.9 999.0 99.0 99.00
2009 02 10 03 20 301  3.6  6.3 99.00 99.00 99.00 999 1015.4   4.7   6.9 999.0 99.0 99.00
2009 02 10 03 50 304  3.8  6.0  3.05 12.12  9.71 288 1015.4   4.7   6.9 999.0 99.0 99.00
2009 02 10 04 20 297  3.9  5.6 99.00 99.00 99.00 999 1015.4   4.6   6.9 999.0 99.0 99.00
2009 02 10 04 50 292  2.2  4.1  3.31 12.12  9.60 289 1015.2   4.6   6.9 999.0 99.0 99.00
2009 02 10 05 20 255  1.8  3.5 99.00 99.00 99.00 999 1015.0   4.7   7.0 999.0 99.0 99.00
2009 02 10 05 50 333  2.4  4.8  3.43 12.90  9.45 288 1014.9   4.4   7.0 999.0 99.0 99.00
2009 02 10 06 20 253  3.2  4.7 99.00 99.00 99.00 999 1014.8   4.7   7.0 999.0 99.0 99.00
2009 02 10 06 50 190  3.9  5.1  3.99 12.12  9.51 259 1014.7   4.2   7.0 999.0 99.0 99.00
2009 02 10 07 20 184  5.6  6.7 99.00 99.00 99.00 999 1014.5   4.2   7.0 999.0 99.0 99.00
2009 02 10 07 50 221  4.8  7.3  3.12 12.12  9.06 253 1014.9   3.7   7.0 999.0 99.0 99.00
2009 02 10 08 20 178  6.9  8.3 99.00 99.00 99.00 999 1014.3   3.6   7.0 999.0 99.0 99.00
2009 02 10 08 50 166  6.1  7.8  3.24 12.90  8.92 255 1013.9   4.1   7.0 999.0 99.0 99.00
2009 02 10 09 20 167  7.2  9.0 99.00 99.00 99.00 999 1013.4   4.1   7.0 999.0 99.0 99.00
2009 02 10 09 50 168  7.9  9.8  3.03 12.90  9.03 259 1013.1   4.2   7.0 999.0 99.0 99.00
2009 02 10 10 20 175  7.7  9.5 99.00 99.00 99.00 999 1013.2   4.2   7.1 999.0 99.0 99.00
2009 02 10 10 50 165  6.8  8.2  2.99 12.12  8.82 262 1013.1   4.3   7.1 999.0 99.0 99.00
2009 02 10 11 20 145  6.6  8.2 99.00 99.00 99.00 999 1012.9   4.2   7.0 999.0 99.0 99.00
2009 02 10 11 50 134  7.5  9.6  2.70 12.90  9.05 266 1012.3   4.1   6.9 999.0 99.0 99.00
2009 02 10 12 20 129  8.6 10.7 99.00 99.00 99.00 999 1011.8   4.1   6.8 999.0 99.0 99.00
2009 02 10 12 50 132  9.3 11.8  2.73 12.90  8.50 262 1011.3   4.2   6.8 999.0 99.0 99.00
2009 02 10 13 20 136  9.9 12.4 99.00 99.00 99.00 999 1010.8   4.3   6.8 999.0 99.0 99.00
2009 02 10 13 50 134 10.6 13.1  2.97 12.12  8.62 258 1010.4   4.1   6.9 999.0 99.0 99.00
2009 02 10 14 20 126 10.6 12.8 99.00 99.00 99.00 999 1009.9   3.1   6.9 999.0 99.0 99.00
2009 02 10 14 50 121 10.6 13.2  2.57 12.12  7.30 259 1009.4   2.8   6.9 999.0 99.0 99.00
2009 02 10 15 20 111 11.8 14.8 99.00 99.00 99.00 999 1008.7   2.3   6.9 999.0 99.0 99.00
2009 02 10 15 50 118 11.4 15.0  2.40 12.90  7.16 270 1008.3   2.9   7.0 999.0 99.0 99.00
2009 02 10 16 20 115 13.0 16.2 99.00 99.00 99.00 999 1007.6   2.9   7.0 999.0 99.0 99.00
2009 02 10 16 50 117 12.5 18.0  2.44 12.90  7.12 273 1007.3   3.4   7.0 999.0 99.0 99.00
2009 02 10 17 20 121 13.9 16.9 99.00 99.00 99.00 999 1007.0   2.7   7.0 999.0 99.0 99.00
2009 02 10 17 50 118 14.0 16.9  2.27 12.12  6.19 274 1006.6   2.1   7.1 999.0 99.0 99.00
2009 02 10 18 20 108 13.7 16.8 99.00 99.00 99.00 999 1006.2   2.0   7.1 999.0 99.0 99.00
2009 02 10 18 50 115 13.3 16.4  2.08 13.79  5.49 274 1005.8   1.8   7.1 999.0 99.0 99.00
2009 02 10 19 20 112 12.0 14.3 99.00 99.00 99.00 999 1005.6   1.8   7.1 999.0 99.0 99.00
2009 02 10 19 50 119 13.4 15.6  2.01 12.90  5.36 271 1005.1   2.5   7.1 999.0 99.0 99.00
2009 02 10 20 20 118 14.2 17.8 99.00 99.00 99.00 999 1004.6   3.2   7.1 999.0 99.0 99.00
2009 02 10 20 50 123 14.0 15.8  2.01  5.00  5.17 129 1004.7   3.1   7.1 999.0 99.0 99.00
2009 02 10 21 20 110 10.5 13.9 99.00 99.00 99.00 999 1004.9   3.1   7.1 999.0 99.0 99.00
2009 02 10 21 50  99  8.0 10.4  2.16 12.12  6.00 253 1005.2   2.7   7.1 999.0 99.0 99.00
2009 02 10 22 20 105  7.5  9.8 99.00 99.00 99.00 999 1005.3   3.2   7.1 999.0 99.0 99.00
2009 02 10 22 50 112  8.7 12.3  2.60  8.33  6.71 208 1005.2   3.7   7.1 999.0 99.0 99.00
2009 02 10 23 20 114  9.2 12.8 99.00 99.00 99.00 999 1005.6   4.2   7.1 999.0 99.0 99.00
2009 02 10 23 50 118  9.6 12.6  2.51  9.09  6.37 205 1005.6   4.6   7.2 999.0 99.0 99.00
2009 02 11 00 20 122  8.7 12.4 99.00 99.00 99.00 999 1005.8   4.7   7.2 999.0 99.0 99.00
2009 02 11 00 50 118  8.2 11.9  2.54  9.09  6.50 195 1006.1   4.7   7.2 999.0 99.0 99.00
2009 02 11 01 20 120  7.7 10.5 99.00 99.00 99.00 999 1006.8   4.7   7.2 999.0 99.0 99.00
2009 02 11 01 50 137  8.1  9.7  2.26  9.09  6.49 200 1007.5   4.5   7.2 999.0 99.0 99.00
2009 02 11 02 20 128  8.5 11.0 99.00 99.00 99.00 999 1008.0   4.6   7.1 999.0 99.0 99.00
2009 02 11 02 50  92  6.8  8.7  2.29  9.09  6.68 204 1008.6   4.4   7.1 999.0 99.0 99.00
2009 02 11 03 20  89  7.5  9.3 99.00 99.00 99.00 999 1008.8   4.2   7.1 999.0 99.0 99.00
2009 02 11 03 50  94  7.7  9.5  2.20 10.00  6.92 229 1009.0   4.3   7.1 999.0 99.0 99.00
2009 02 11 04 20  98  6.7  8.9 99.00 99.00 99.00 999 1009.5   4.0   7.1 999.0 99.0 99.00
2009 02 11 04 50  87  6.4  8.3  2.25 10.00  7.51 230 1009.9   4.5   7.1 999.0 99.0 99.00
2009 02 11 05 20  82  6.9  8.5 99.00 99.00 99.00 999 1010.2   4.7   7.0 999.0 99.0 99.00
2009 02 11 05 50  90  7.7  9.4  2.13 10.00  7.56 253 1010.5   4.7   7.0 999.0 99.0 99.00
2009 02 11 06 20  91  7.9  9.8 99.00 99.00 99.00 999 1010.7   4.8   7.0 999.0 99.0 99.00
2009 02 11 06 50  93  7.0  8.8  2.52  9.09  7.90 228 1011.2   5.1   7.1 999.0 99.0 99.00
2009 02 11 07 50  89  7.4  9.1  2.39  9.09  7.78 226 1011.9   4.8   7.1 999.0 99.0 99.00
2009 02 11 08 20  88  7.5  9.3 99.00 99.00 99.00 999 1012.4   4.9   7.0 999.0 99.0 99.00
2009 02 11 08 50  87  7.9  9.6  2.42  9.09  7.80 224 1012.6   4.9   7.0 999.0 99.0 99.00
2009 02 11 09 50  93  7.6  9.6  2.59 11.43  8.11 267 1013.5   4.8   7.0 999.0 99.0 99.00
2009 02 11 10 20  89  7.2 10.6 99.00 99.00 99.00 999 1013.9   5.1   7.0 999.0 99.0 99.00
2009 02 11 10 50  90  6.5  8.4  2.82 12.12  8.85 263 1014.3   5.2   7.0 999.0 99.0 99.00
2009 02 11 11 20  83  7.1 10.2 99.00 99.00 99.00 999 1014.8   4.9   7.1 999.0 99.0 99.00
2009 02 11 11 50  86  7.7 10.3  3.18 12.90  9.91 258 1015.0   5.0   7.1 999.0 99.0 99.00
2009 02 11 12 20  85  7.3 10.0 99.00 99.00 99.00 999 1015.4   4.8   7.0 999.0 99.0 99.00
2009 02 11 12 50  90  6.9  9.5  3.68 14.81 10.60 267 1015.7   4.8   7.0 999.0 99.0 99.00
2009 02 11 13 20  88  7.9 10.1 99.00 99.00 99.00 999 1016.1   4.8   7.0 999.0 99.0 99.00
2009 02 11 13 50  90  7.6  9.6  3.53 13.79 11.05 245 1016.6   4.7   7.0 999.0 99.0 99.00
2009 02 11 14 20  84  6.9 10.3 99.00 99.00 99.00 999 1016.9   4.8   7.0 999.0 99.0 99.00
2009 02 11 14 50  74  5.5  7.4  3.80 13.79 10.83 251 1017.2   4.2   7.1 999.0 99.0 99.00
2009 02 11 15 20  84  6.5  8.6 99.00 99.00 99.00 999 1017.6   4.5   7.0 999.0 99.0 99.00
2009 02 11 15 50  85  5.9  8.0  3.85 14.81 10.85 245 1017.9   4.2   7.0 999.0 99.0 99.00
2009 02 11 16 20  91  8.4 11.1 99.00 99.00 99.00 999 1018.0   4.5   6.9 999.0 99.0 99.00
2009 02 11 16 50  87  8.0 10.5  3.46 13.79 10.09 246 1018.2   4.8   6.9 999.0 99.0 99.00
2009 02 11 17 20  67  7.4 10.0 99.00 99.00 99.00 999 1018.8   4.8   7.0 999.0 99.0 99.00
2009 02 11 17 50  69  5.2  7.0  3.34 13.79 10.12 279 1019.1   4.5   7.0 999.0 99.0 99.00
2009 02 11 18 20  48  4.5  5.9 99.00 99.00 99.00 999 1019.6   4.9   7.1 999.0 99.0 99.00
2009 02 11 18 50  56  2.9  4.6  3.26 12.90 10.42 273 1019.9   5.0   7.1 999.0 99.0 99.00
2009 02 11 19 20  80  2.8  4.5 99.00 99.00 99.00 999 1020.0   5.6   7.1 999.0 99.0 99.00
2009 02 11 19 50 129  2.4  4.4  2.78 13.79 10.31 255 1020.2   5.6   7.2 999.0 99.0 99.00
2009 02 11 20 20 127  3.3  5.7 99.00 99.00 99.00 999 1020.2   5.8   7.2 999.0 99.0 99.00
2009 02 11 20 50 127  4.1  5.7  2.99 13.79 10.30 255 1020.0   5.6   7.3 999.0 99.0 99.00
2009 02 11 21 20 134  3.9  5.3 99.00 99.00 99.00 999 1020.1   5.7   7.4 999.0 99.0 99.00
2009 02 11 21 50 128  3.4  4.7  3.24 13.79 10.64 257 1020.0   5.9   7.4 999.0 99.0 99.00
2009 02 11 22 20 126  2.3  3.5 99.00 99.00 99.00 999 1020.1   6.0   7.5 999.0 99.0 99.00
2009 02 11 22 50 120  1.7  3.1  2.82 12.90 10.52 255 1020.1   6.2   7.5 999.0 99.0 99.00
2009 02 11 23 20  81  0.2  0.9 99.00 99.00 99.00 999 1020.4   6.8   7.5 999.0 99.0 99.00
2009 02 11 23 50 330  0.7  1.5  3.16 13.79 11.27 256 1020.7   6.8   7.6 999.0 99.0 99.00
2009 02 12 00 20 330  1.3  2.2 99.00 99.00 99.00 999 1021.0   6.6   7.5 999.0 99.0 99.00
2009 02 12 00 50 334  1.5  2.7  2.57 13.79 10.40 282 1021.1   6.2   7.5 999.0 99.0 99.00
2009 02 12 01 20 329  0.5  1.3 99.00 99.00 99.00 999 1020.9   5.8   7.4 999.0 99.0 99.00
2009 02 12 01 50 356  0.2  1.2  2.64 12.90 10.69 258 1021.1   5.5   7.3 999.0 99.0 99.00
2009 02 12 02 20 325  0.6  1.4 99.00 99.00 99.00 999 1021.3   5.6   7.2 999.0 99.0 99.00
2009 02 12 02 50 180  0.1  0.8  2.65 12.90 10.78 256 1021.1   5.4   7.2 999.0 99.0 99.00
2009 02 12 03 20  98  0.5  1.8 99.00 99.00 99.00 999 1020.8   5.4   7.1 999.0 99.0 99.00
2009 02 12 03 50  92  1.6  3.1  2.53 12.90 10.87 247 1020.4   5.5   7.0 999.0 99.0 99.00
2009 02 12 04 20  82  2.6  4.1 99.00 99.00 99.00 999 1020.2   5.2   6.9 999.0 99.0 99.00
2009 02 12 04 50  82  2.2  3.5  2.59 12.90 10.19 269 1020.3   5.3   7.0 999.0 99.0 99.00
2009 02 12 05 20  77  2.8  4.3 99.00 99.00 99.00 999 1020.2   5.1   7.0 999.0 99.0 99.00
2009 02 12 05 50  66  2.8  4.5  2.34 12.12 10.44 263 1020.2   4.9   7.1 999.0 99.0 99.00
2009 02 12 06 20  76  3.2  4.9 99.00 99.00 99.00 999 1020.1   4.9   7.1 999.0 99.0 99.00
2009 02 12 06 50  85  4.0  5.7  2.70 12.90  9.78 269 1019.9   4.8   7.0 999.0 99.0 99.00
2009 02 12 07 20  94  4.9  7.1 99.00 99.00 99.00 999 1019.6   4.9   7.1 999.0 99.0 99.00
2009 02 12 07 50  97  4.6  6.4  2.58 12.12  9.60 261 1019.6   4.9   7.1 999.0 99.0 99.00
2009 02 12 08 20  91  4.5  6.8 99.00 99.00 99.00 999 1019.5   4.7   7.1 999.0 99.0 99.00
2009 02 12 08 50  93  5.2  6.9  2.65 11.43  9.73 271 1019.1   4.8   7.1 999.0 99.0 99.00
2009 02 12 09 20  89  4.9  6.7 99.00 99.00 99.00 999 1019.0   4.8   7.1 999.0 99.0 99.00
2009 02 12 09 50  92  4.8  6.7  2.49 12.12  9.29 261 1018.9   4.8   7.1 999.0 99.0 99.00
