#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 05 21 01 50 315  5.8  6.8  1.95  8.33  6.93 282 1025.3  10.0  10.2   7.9 99.0 99.00
2009 05 21 02 20 317  5.7  6.6 99.00 99.00 99.00 999 1025.0  10.0  10.0   8.3 99.0 99.00
2009 05 21 02 50 318  6.0  7.6  1.73  8.33  6.47 283 1024.9   9.9   9.9   8.2 99.0 99.00
2009 05 21 03 20 320  5.6  6.9 99.00 99.00 99.00 999 1024.6   9.8   9.7   8.3 99.0 99.00
2009 05 21 03 50 317  5.5  6.8  1.70  7.69  6.37 292 1024.5   9.6   9.7   8.7 99.0 99.00
2009 05 21 04 20 326  5.2  6.4 99.00 99.00 99.00 999 1024.4   9.7   9.7   9.0 99.0 99.00
2009 05 21 04 50 324  5.6  6.9  1.58  7.69  6.04 284 1024.5   9.8   9.7   8.8 99.0 99.00
2009 05 21 05 20 329  5.0  6.3 99.00 99.00 99.00 999 1024.4   9.7   9.6   9.1 99.0 99.00
2009 05 21 05 50 332  5.1  6.0 99.00 99.00 99.00 999 1024.4   9.7   9.7   9.6 99.0 99.00
2009 05 21 06 20 334  4.2  4.9 99.00 99.00 99.00 999 1024.4   9.6   9.7   9.4 99.0 99.00
2009 05 21 06 50  18  2.5  2.9  1.61  8.33  6.40 284 1024.3   8.9   9.7   8.8 99.0 99.00
2009 05 21 07 20  21  1.9  2.2 99.00 99.00 99.00 999 1024.3   8.7   9.6   8.6 99.0 99.00
2009 05 21 07 50 359  1.1  1.7  1.29  8.33  6.04 276 1024.2   8.6   9.5   8.5 99.0 99.00
2009 05 21 08 20 342  2.9  3.4 99.00 99.00 99.00 999 1024.0   8.6   9.5   8.5 99.0 99.00
2009 05 21 08 50  12  2.8  3.4  1.24  8.33  6.37 279 1023.9   8.3   9.4   8.2 99.0 99.00
2009 05 21 09 20  11  2.1  2.6 99.00 99.00 99.00 999 1023.8   8.2   9.4   8.1 99.0 99.00
2009 05 21 09 50  35  1.6  2.0  1.08  7.69  6.16 289 1023.7   8.1   9.4   8.0 99.0 99.00
2009 05 21 10 20  20  1.3  1.6 99.00 99.00 99.00 999 1023.5   8.0   9.4   7.9 99.0 99.00
2009 05 21 10 50  86  1.8  2.5  1.19  7.69  6.41 299 1023.4   7.9  10.0   7.8 99.0 99.00
2009 05 21 11 20 118  1.9  2.7 99.00 99.00 99.00 999 1023.3   7.8  10.1   7.7 99.0 99.00
2009 05 21 11 50 118  1.5  2.4  1.31  7.69  6.65 296 1023.4   7.9  10.1   7.8 99.0 99.00
2009 05 21 12 20 122  0.9  1.5 99.00 99.00 99.00 999 1023.3   8.0  10.2   7.9 99.0 99.00
2009 05 21 12 50  80  0.9  1.7  1.20  7.69  6.56 295 1023.3   7.9  10.2   7.8 99.0 99.00
2009 05 21 13 20 107  2.0  2.7 99.00 99.00 99.00 999 1023.5   7.8  10.1   7.7 99.0 99.00
2009 05 21 13 50 176  1.3  2.2  1.25  7.14  6.57 295 1023.6   8.4   9.6   7.5 99.0 99.00
2009 05 21 14 20  75  2.3  2.8 99.00 99.00 99.00 999 1023.6   8.0   9.6   7.5 99.0 99.00
2009 05 21 14 50  90  1.6  2.4  1.05  7.14  6.18 291 1023.6   8.1   9.6   7.4 99.0 99.00
2009 05 21 15 20 105  1.5  2.3 99.00 99.00 99.00 999 1023.6   8.4   9.6   7.5 99.0 99.00
2009 05 21 15 50  95  2.4  3.1  1.14  7.14  6.05 302 1023.7   8.3   9.6   7.5 99.0 99.00
2009 05 21 16 20  81  1.6  2.0 99.00 99.00 99.00 999 1023.7   8.5   9.6   8.3 99.0 99.00
2009 05 21 16 50  90  1.4  1.9  1.12  6.25  5.90 286 1023.7   8.6   9.7   8.5 99.0 99.00
2009 05 21 17 20  81  1.7  2.3 99.00 99.00 99.00 999 1023.5   8.8   9.9   8.7 99.0 99.00
2009 05 21 17 50  73  2.2  2.7  1.11  7.14  5.80 282 1023.3   8.9  10.0   8.8 99.0 99.00
2009 05 21 18 20  68  2.0  2.5 99.00 99.00 99.00 999 1023.3   9.1  10.1   9.0 99.0 99.00
2009 05 21 18 50  72  0.8  1.2  1.08  7.14  5.40 291 1023.2   9.3  10.2   9.2 99.0 99.00
2009 05 21 19 20  15  0.4  0.8 99.00 99.00 99.00 999 1023.2   9.6  10.3   9.5 99.0 99.00
2009 05 21 19 50 354  2.7  3.5  1.07  6.67  5.44 282 1023.1   9.9  10.7   9.8 99.0 99.00
2009 05 21 20 20 348  3.7  4.8 99.00 99.00 99.00 999 1022.9  10.4  10.9   9.4 99.0 99.00
2009 05 21 20 50 342  4.7  5.6  1.03  6.67  5.53 293 1022.7  10.2  11.1   9.4 99.0 99.00
2009 05 21 21 20 333  4.9  5.9 99.00 99.00 99.00 999 1022.8  10.5  11.2  10.1 99.0 99.00
2009 05 21 21 50 326  5.4  6.3  0.88  6.25  5.39 278 1022.7  10.5  10.9  10.4 99.0 99.00
2009 05 21 22 20 321  5.6  6.5 99.00 99.00 99.00 999 1022.6  10.5  10.5  10.4 99.0 99.00
2009 05 21 22 50 337  5.2  6.3  1.02  7.14  5.17 281 1022.2  10.6  10.3  10.5 99.0 99.00
2009 05 21 23 20 329  4.7  6.0 99.00 99.00 99.00 999 1022.1  10.6  10.4  10.5 99.0 99.00
2009 05 21 23 50 319  5.7  7.0  0.98  7.14  5.41 286 1021.7  10.7  10.3  10.6 99.0 99.00
2009 05 22 00 20 317  6.5  8.0 99.00 99.00 99.00 999 1021.6  10.7  10.3  10.6 99.0 99.00
2009 05 22 00 50 320  6.6  8.0  1.06  7.14  5.11 295 1021.2  10.7  10.6  10.6 99.0 99.00
2009 05 22 01 20 317  6.5  7.6 99.00 99.00 99.00 999 1020.8  10.8  10.7  10.6 99.0 99.00
2009 05 22 01 50 318  6.8  8.3  1.06  7.14  5.14 287 1020.5  10.8  10.5  10.5 99.0 99.00
2009 05 22 02 20 314  7.3  9.0 99.00 99.00 99.00 999 1020.3  10.8  10.6  10.3 99.0 99.00
2009 05 22 02 50 315  7.8  9.3  1.23  6.67  4.97 278 1020.1  10.8  10.4  10.4 99.0 99.00
2009 05 22 03 20 315  8.0  9.8 99.00 99.00 99.00 999 1019.9  10.7  10.1  10.5 99.0 99.00
2009 05 22 03 50 314  7.5  9.4  1.44  5.56  5.01 280 1019.7  10.6  10.0  10.5 99.0 99.00
2009 05 22 04 20 317  7.8  9.5 99.00 99.00 99.00 999 1019.6  10.5   9.9  10.4 99.0 99.00
2009 05 22 04 50 320  7.8  8.9  1.67  5.88  5.28 276 1019.6  10.4   9.9  10.3 99.0 99.00
2009 05 22 05 20 318  6.9  8.0 99.00 99.00 99.00 999 1019.6  10.3   9.9  10.2 99.0 99.00
2009 05 22 05 50 340  5.5  6.5  1.62  6.67  5.24 279 1019.8  10.2   9.9  10.1 99.0 99.00
2009 05 22 06 20 349  4.7  5.3 99.00 99.00 99.00 999 1019.9  10.1  10.0  10.0 99.0 99.00
2009 05 22 06 50 338  3.3  4.1  1.48  5.88  5.22 293 1020.0   9.9   9.9   9.9 99.0 99.00
2009 05 22 07 20 339  2.8  3.4 99.00 99.00 99.00 999 1019.9   9.9   9.8   9.9 99.0 99.00
2009 05 22 07 50 304  1.6  2.2  1.61  6.67  5.59 283 1019.8   9.7   9.8   9.7 99.0 99.00
2009 05 22 08 20 276  2.2  2.8 99.00 99.00 99.00 999 1019.7   9.7   9.8   9.7 99.0 99.00
2009 05 22 08 50 295  3.2  4.3  1.60  6.25  5.67 279 1019.7   9.8   9.7   9.8 99.0 99.00
2009 05 22 09 20 295  1.9  2.4 99.00 99.00 99.00 999 1019.7   9.7   9.7   9.7 99.0 99.00
2009 05 22 09 50 266  1.4  2.0  1.51  6.67  5.76 291 1019.7   9.4   9.7   9.4 99.0 99.00
2009 05 22 10 20 325  1.1  1.4 99.00 99.00 99.00 999 1019.8   9.2   9.6   9.2 99.0 99.00
2009 05 22 10 50  40  1.7  2.2 99.00 99.00 99.00 999 1019.8   9.1   9.6   9.1 99.0 99.00
2009 05 22 11 20  29  2.7  3.2 99.00 99.00 99.00 999 1020.0   8.9   9.6   8.9 99.0 99.00
2009 05 22 11 50  21  2.6  3.3  1.38  7.14  6.18 309 1020.2   9.0   9.6   9.0 99.0 99.00
2009 05 22 12 20  25  1.1  1.7 99.00 99.00 99.00 999 1020.4   8.9   9.6   8.9 99.0 99.00
2009 05 22 12 50  46  1.1  1.9  1.39  6.67  6.19 307 1020.6   8.9   9.5   8.9 99.0 99.00
2009 05 22 13 20 126  0.5  1.3 99.00 99.00 99.00 999 1020.8   9.1   9.5   9.1 99.0 99.00
2009 05 22 13 50 141  1.0  1.9  1.38  7.14  6.43 309 1021.0   9.0   9.4   9.0 99.0 99.00
2009 05 22 14 20 155  0.7  1.5 99.00 99.00 99.00 999 1021.0   9.1   9.6   9.1 99.0 99.00
2009 05 22 14 50 135  1.1  2.3  1.44  6.67  6.23 302 1021.1   9.1   9.5   9.1 99.0 99.00
2009 05 22 15 20 131  0.8  1.9 99.00 99.00 99.00 999 1021.3   9.2   9.6   9.2 99.0 99.00
2009 05 22 15 50 277  1.0  1.8  1.70  7.14  6.12 308 1021.4   9.8  10.1   9.8 99.0 99.00
2009 05 22 16 20 280  2.2  3.8 99.00 99.00 99.00 999 1021.5   9.9  10.2   9.9 99.0 99.00
2009 05 22 16 50 282  1.3  2.0  1.74  7.14  6.20 311 1021.4  10.0  10.2  10.0 99.0 99.00
2009 05 22 17 20 270  3.2  4.9 99.00 99.00 99.00 999 1021.4  10.0  10.3  10.0 99.0 99.00
2009 05 22 17 50 303  3.2  5.5  1.68  7.14  5.97 308 1021.6   9.7  10.5   9.7 99.0 99.00
2009 05 22 18 50 298  2.7  3.3  1.59  7.14  5.81 296 1021.6   9.9  10.7   9.9 99.0 99.00
2009 05 22 19 20 286  3.1  3.7 99.00 99.00 99.00 999 1021.7  10.1  10.8  10.1 99.0 99.00
2009 05 22 19 50 294  4.0  4.9  1.46  7.14  5.56 271 1021.7  10.2  10.9  10.2 99.0 99.00
2009 05 22 20 20 304  5.3  6.2 99.00 99.00 99.00 999 1021.8  10.3  11.0  10.2 99.0 99.00
2009 05 22 20 50 307  6.1  7.4  1.42  7.14  5.77 289 1021.8  10.3  10.9  10.2 99.0 99.00
2009 05 22 21 20 307  6.5  7.7 99.00 99.00 99.00 999 1021.7  10.2  10.8  10.1 99.0 99.00
2009 05 22 21 50 308  7.7  9.3  1.40  7.14  5.33 289 1021.5  10.2  10.7  10.1 99.0 99.00
2009 05 22 22 20 306  8.1  9.8 99.00 99.00 99.00 999 1021.3  10.2  10.5  10.1 99.0 99.00
2009 05 22 22 50 308  9.1 11.0  1.60  6.25  5.08 286 1021.0  10.1  10.4  10.0 99.0 99.00
2009 05 22 23 20 311  8.4  9.8 99.00 99.00 99.00 999 1021.0  10.1  10.0  10.0 99.0 99.00
2009 05 22 23 50 315  7.7  9.2  1.60  6.67  5.16 304 1021.0  10.1   9.8  10.0 99.0 99.00
2009 05 23 00 20 311  8.8 11.3 99.00 99.00 99.00 999 1020.6  10.1   9.8  10.0 99.0 99.00
2009 05 23 00 50 309  8.7 10.5  1.70  7.69  5.27 295 1020.4  10.1   9.7  10.0 99.0 99.00
2009 05 23 01 20 309  8.3  9.8 99.00 99.00 99.00 999 1020.1  10.1   9.6  10.0 99.0 99.00
2009 05 23 01 50 310  7.2  9.1  1.74  7.14  5.56 293 1020.0  10.1   9.7  10.0 99.0 99.00
2009 05 23 02 20 310  7.2  9.2 99.00 99.00 99.00 999 1019.8  10.1  10.0  10.0 99.0 99.00
2009 05 23 02 50 309  7.5  9.3  1.70  7.69  5.74 294 1019.7  10.1  10.1  10.0 99.0 99.00
2009 05 23 03 20 306  7.1  8.8 99.00 99.00 99.00 999 1019.5  10.0  10.2   9.9 99.0 99.00
2009 05 23 03 50 305  6.9  8.3  1.75  6.67  5.68 292 1019.4   9.9  10.3   9.9 99.0 99.00
2009 05 23 04 20 306  7.1  8.9 99.00 99.00 99.00 999 1019.4   9.9  10.3   9.9 99.0 99.00
2009 05 23 04 50 313  5.2  7.0  1.85  7.14  5.70 305 1019.7   9.8  10.0   9.8 99.0 99.00
2009 05 23 05 20 311  5.3  6.5 99.00 99.00 99.00 999 1019.8   9.8  10.0   9.8 99.0 99.00
2009 05 23 05 50 313  4.2  5.4  1.97  7.14  5.76 299 1019.8   9.7  10.0   9.7 99.0 99.00
2009 05 23 06 20 304  2.7  3.5 99.00 99.00 99.00 999 1019.6   9.6  10.0   9.6 99.0 99.00
2009 05 23 06 50 279  2.4  3.2  1.75  7.14  5.85 295 1019.6   9.6  10.0   9.6 99.0 99.00
2009 05 23 07 20 263  2.7  3.6 99.00 99.00 99.00 999 1019.5   9.6   9.9   9.6 99.0 99.00
2009 05 23 07 50 265  2.5  3.5  2.04  7.69  6.27 288 1019.5   9.6   9.8   9.6 99.0 99.00
2009 05 23 08 20 265  1.9  3.2 99.00 99.00 99.00 999 1019.3   9.5   9.8   9.5 99.0 99.00
2009 05 23 08 50 267  0.9  2.2  1.94  7.14  6.23 287 1019.3   9.4   9.7   9.4 99.0 99.00
2009 05 23 09 20 220  1.4  2.2 99.00 99.00 99.00 999 1019.3   9.4   9.7   9.4 99.0 99.00
2009 05 23 09 50 218  2.2  3.5  1.89  8.33  6.32 306 1019.4   9.4   9.7   9.4 99.0 99.00
2009 05 23 10 20 197  2.5  3.3 99.00 99.00 99.00 999 1019.4   9.2   9.7   9.2 99.0 99.00
2009 05 23 10 50 174  2.8  3.9  1.71  8.33  6.57 283 1019.4   9.3   9.7   9.3 99.0 99.00
2009 05 23 11 20 187  3.6  4.5 99.00 99.00 99.00 999 1019.5   9.6   9.7   9.6 99.0 99.00
2009 05 23 11 50 166  4.5  5.7  1.56  7.69  6.81 274 1019.4   9.4   9.7   9.4 99.0 99.00
2009 05 23 12 20 105  4.1  5.5 99.00 99.00 99.00 999 1019.5   8.9   9.6   8.9 99.0 99.00
2009 05 23 12 50  91  2.9  4.3  1.70  8.33  7.05 279 1019.6   8.8   9.6   8.8 99.0 99.00
2009 05 23 13 20 109  2.4  3.3 99.00 99.00 99.00 999 1019.7   9.0   9.6   9.0 99.0 99.00
2009 05 23 13 50  88  1.4  2.4  1.73  8.33  7.16 319 1019.8   9.0   9.7   9.0 99.0 99.00
2009 05 23 14 20 269  1.5  2.9 99.00 99.00 99.00 999 1019.9   9.3   9.7   9.3 99.0 99.00
2009 05 23 14 50 202  1.7  2.5  1.66  7.69  6.74 318 1020.0   9.4   9.7   9.4 99.0 99.00
2009 05 23 15 20 152  1.4  2.6 99.00 99.00 99.00 999 1020.2   9.0   9.6   9.0 99.0 99.00
2009 05 23 15 50 140  0.9  2.1  1.75  7.69  6.77 316 1020.3   9.1   9.6   9.1 99.0 99.00
2009 05 23 16 20 181  1.2  2.8 99.00 99.00 99.00 999 1020.1   9.4   9.7   9.3 99.0 99.00
2009 05 23 16 50 223  2.1  3.6  1.77  8.33  6.46 310 1020.0   9.7   9.8   9.7 99.0 99.00
2009 05 23 17 20 251  2.5  3.1 99.00 99.00 99.00 999 1019.9   9.4   9.9   9.4 99.0 99.00
2009 05 23 17 50 238  3.1  3.8  1.86  7.69  6.49 308 1020.1   9.3  10.0   9.3 99.0 99.00
2009 05 23 18 20 242  2.0  2.8 99.00 99.00 99.00 999 1020.1   9.1   9.9   9.1 99.0 99.00
2009 05 23 18 50 223  1.7  2.3  1.64  8.33  6.07 278 1020.0   9.1  10.1   9.1 99.0 99.00
2009 05 23 19 20 255  3.5  4.5 99.00 99.00 99.00 999 1020.1   8.4  10.3   8.4 99.0 99.00
2009 05 23 19 50 268  4.7  6.0  1.75  8.33  6.10 278 1020.1   8.4  10.3   8.4 99.0 99.00
2009 05 23 20 20 277  4.4  5.5 99.00 99.00 99.00 999 1020.1   8.2  10.2   8.2 99.0 99.00
2009 05 23 20 50 275  4.8  6.1  1.57  7.69  6.14 276 1020.1   8.4  10.3   8.4 99.0 99.00
2009 05 23 21 20 299  5.6  6.6 99.00 99.00 99.00 999 1019.9   8.3  10.2   8.3 99.0 99.00
2009 05 23 21 50 291  4.0  5.4  1.38  7.14  5.96 272 1019.8   8.5  10.0   8.5 99.0 99.00
2009 05 23 22 20 310  2.8  3.7 99.00 99.00 99.00 999 1019.6   8.6  10.1   8.6 99.0 99.00
2009 05 23 22 50 276  2.8  3.4  1.28  7.14  5.96 267 1019.3   9.1  10.1   9.1 99.0 99.00
2009 05 23 23 20 260  3.7  4.5 99.00 99.00 99.00 999 1019.2  10.0  10.4  10.0 99.0 99.00
2009 05 23 23 50 294  5.1  6.1  1.05  7.69  5.99 283 1019.2  10.6  10.6  10.6 99.0 99.00
2009 05 24 00 20 285  4.6  5.4 99.00 99.00 99.00 999 1019.3  10.8  10.6  10.8 99.0 99.00
2009 05 24 00 50 289  4.4  5.0  1.08  7.14  5.85 276 1019.2  10.8  10.6  10.8 99.0 99.00
2009 05 24 01 20 282  4.0  4.6 99.00 99.00 99.00 999 1019.0  10.7  10.3  10.7 99.0 99.00
2009 05 24 01 50 275  4.0  4.7  1.11  7.69  5.90 297 1018.7  10.7  10.3  10.7 99.0 99.00
2009 05 24 02 20 279  3.8  4.7 99.00 99.00 99.00 999 1018.6  10.6  10.2  10.6 99.0 99.00
2009 05 24 02 50 281  3.6  4.4  0.95  6.67  5.84 298 1018.4  10.5  10.2  10.5 99.0 99.00
2009 05 24 03 20 275  3.6  4.6 99.00 99.00 99.00 999 1018.2  10.4  10.2  10.4 99.0 99.00
2009 05 24 03 50 268  3.4  4.1  1.11  7.69  6.04 296 1018.2  10.1  10.0  10.1 99.0 99.00
2009 05 24 04 20 269  3.6  4.5 99.00 99.00 99.00 999 1018.2  10.1   9.9  10.1 99.0 99.00
2009 05 24 04 50 264  2.8  3.8  1.19  7.69  5.99 313 1018.4  10.1   9.8  10.1 99.0 99.00
2009 05 24 05 50 227  3.3  3.8  1.36  7.14  5.68 315 1018.4   9.8   9.9   9.8 99.0 99.00
2009 05 24 06 20 215  3.7  4.7 99.00 99.00 99.00 999 1018.4   9.7   9.9   9.7 99.0 99.00
2009 05 24 06 50 215  4.0  4.9  1.58  7.69  5.84 271 1018.5   9.7   9.7   9.7 99.0 99.00
2009 05 24 07 20 215  4.2  4.9 99.00 99.00 99.00 999 1018.5   9.7   9.6   9.7 99.0 99.00
2009 05 24 07 50 215  4.0  4.8  1.73  7.14  5.92 260 1018.5   9.8   9.9   9.8 99.0 99.00
2009 05 24 08 20 210  3.8  4.6 99.00 99.00 99.00 999 1018.3   9.8   9.9   9.8 99.0 99.00
2009 05 24 08 50 215  3.9  4.8  1.85  7.14  6.06 267 1018.3   9.8   9.7   9.8 99.0 99.00
2009 05 24 09 20 208  4.0  5.0 99.00 99.00 99.00 999 1018.4   9.8   9.7   9.8 99.0 99.00
2009 05 24 09 50 209  4.5  5.4  1.95  7.69  6.26 264 1018.4   9.7   9.6   9.7 99.0 99.00
2009 05 24 10 20 210  4.8  5.7 99.00 99.00 99.00 999 1018.5   9.8   9.6   9.8 99.0 99.00
2009 05 24 10 50 212  4.4  5.4  1.88  8.33  6.61 270 1018.8   9.9   9.6   9.9 99.0 99.00
2009 05 24 11 20 220  4.1  5.3 99.00 99.00 99.00 999 1018.8   9.8   9.6   9.8 99.0 99.00
2009 05 24 11 50 212  3.5  4.5  1.67  8.33  6.52 286 1018.8  10.0   9.6  10.0 99.0 99.00
2009 05 24 12 20 220  3.9  5.1 99.00 99.00 99.00 999 1019.0   9.9   9.7   9.9 99.0 99.00
2009 05 24 12 50 198  3.8  4.9  1.43  8.33  6.59 288 1019.0   9.9   9.6   9.9 99.0 99.00
2009 05 24 13 20 199  4.3  5.6 99.00 99.00 99.00 999 1019.0   9.9   9.7   9.9 99.0 99.00
2009 05 24 13 50 158  3.9  5.1  1.43  7.14  6.68 268 1019.1  10.0   9.8  10.0 99.0 99.00
2009 05 24 14 20 141  4.9  6.6 99.00 99.00 99.00 999 1019.1  10.0   9.7  10.0 99.0 99.00
2009 05 24 14 50 134  4.1  5.6  1.28  7.69  6.81 276 1019.3  10.1   9.9  10.1 99.0 99.00
2009 05 24 15 20 146  2.9  4.3 99.00 99.00 99.00 999 1019.6  10.1  10.2  10.0 99.0 99.00
2009 05 24 15 50 194  4.1  4.9  1.43  7.69  6.77 283 1019.9  10.2  10.0  10.1 99.0 99.00
2009 05 24 16 20 198  4.2  5.3 99.00 99.00 99.00 999 1019.8  10.1  10.1  10.1 99.0 99.00
2009 05 24 16 50 209  5.5  6.8  1.50  7.69  6.40 274 1019.9  10.2   9.9  10.1 99.0 99.00
2009 05 24 17 20 206  5.6  6.8 99.00 99.00 99.00 999 1020.1  10.2   9.8  10.1 99.0 99.00
2009 05 24 17 50 214  4.5  5.8  1.45  6.67  5.86 263 1020.3   9.9   9.8   9.9 99.0 99.00
2009 05 24 18 20 217  4.8  6.2 99.00 99.00 99.00 999 1020.3   9.9   9.8   9.9 99.0 99.00
2009 05 24 18 50 234  4.1  4.7  1.50  7.14  5.50 277 1020.4   9.8   9.8   9.8 99.0 99.00
2009 05 24 19 20 230  4.3  5.5 99.00 99.00 99.00 999 1020.5   9.9   9.8   9.9 99.0 99.00
2009 05 24 19 50 233  5.0  6.2  1.43  7.14  5.40 272 1020.6  10.0   9.9   9.9 99.0 99.00
2009 05 24 20 20 252  3.4  4.2 99.00 99.00 99.00 999 1020.6  10.2   9.9  10.1 99.0 99.00
2009 05 24 20 50 249  3.4  4.1  1.26  7.14  5.32 275 1020.5  10.2  10.0  10.1 99.0 99.00
2009 05 24 21 20 247  3.9  4.5 99.00 99.00 99.00 999 1020.5  10.3  10.1  10.2 99.0 99.00
2009 05 24 21 50 270  4.4  6.0  1.20  6.67  5.51 268 1020.5  10.3  10.2  10.2 99.0 99.00
2009 05 24 22 20 271  4.5  5.5 99.00 99.00 99.00 999 1020.4  10.3  10.3  10.2 99.0 99.00
2009 05 24 22 50 268  5.0  6.0  1.15  6.25  5.40 268 1020.3  10.3  10.4  10.2 99.0 99.00
2009 05 24 23 20 285  4.7  6.3 99.00 99.00 99.00 999 1020.4  10.3  10.5  10.2 99.0 99.00
2009 05 24 23 50 288  4.9  6.1  1.16  6.25  5.48 268 1020.3  10.3  10.4  10.2 99.0 99.00
2009 05 25 00 20 280  4.7  5.6 99.00 99.00 99.00 999 1020.1  10.5  10.5  10.4 99.0 99.00
2009 05 25 00 50 280  4.6  5.4  1.01  6.67  5.43 285 1019.9  10.4  10.4  10.3 99.0 99.00
2009 05 25 01 20 288  4.3  4.9 99.00 99.00 99.00 999 1019.8  10.3  10.1  10.2 99.0 99.00
2009 05 25 01 50 301  4.3  5.2  0.91  6.67  5.44 272 1019.7  10.3  10.0  10.2 99.0 99.00
2009 05 25 02 20 292  3.5  4.2 99.00 99.00 99.00 999 1019.8  10.3   9.9  10.2 99.0 99.00
2009 05 25 02 50 283  3.3  4.0  0.84  6.67  5.44 284 1019.8  10.2   9.9  10.2 99.0 99.00
2009 05 25 03 20 281  2.7  3.3 99.00 99.00 99.00 999 1019.9  10.1   9.8  10.1 99.0 99.00
2009 05 25 03 50 267  2.7  3.4  0.88  5.88  5.79 301 1019.8  10.0   9.9  10.0 99.0 99.00
2009 05 25 04 20 268  2.8  3.3 99.00 99.00 99.00 999 1019.9  10.0   9.9   9.9 99.0 99.00
2009 05 25 04 50 269  3.5  4.1  0.94  6.67  5.49 305 1020.1  10.1  10.0  10.0 99.0 99.00
2009 05 25 05 20 277  3.7  4.4 99.00 99.00 99.00 999 1020.1  10.2  10.1  10.1 99.0 99.00
2009 05 25 05 50 269  3.3  4.1  1.03  5.56  5.60 295 1020.1  10.2  10.0  10.1 99.0 99.00
2009 05 25 06 20 267  3.6  4.2 99.00 99.00 99.00 999 1020.0  10.1  10.0  10.0 99.0 99.00
2009 05 25 06 50 264  2.6  3.0  1.30 10.00  5.67 308 1020.0  10.0  10.0   9.9 99.0 99.00
2009 05 25 07 20 260  2.9  3.4 99.00 99.00 99.00 999 1020.0   9.9   9.9   9.8 99.0 99.00
2009 05 25 07 50 265  3.2  4.0  1.38  9.09  5.79 287 1020.0   9.9   9.8   9.8 99.0 99.00
2009 05 25 08 20 251  3.2  3.8 99.00 99.00 99.00 999 1020.0   9.6   9.9   9.5 99.0 99.00
2009 05 25 08 50 238  3.8  4.9  1.60  9.09  6.21 272 1020.0   9.4  10.0   9.3 99.0 99.00
2009 05 25 09 20 239  3.8  4.8 99.00 99.00 99.00 999 1020.0   9.5  10.0   9.4 99.0 99.00
2009 05 25 09 50 248  3.4  4.4  1.52  9.09  6.27 275 1020.0   9.4   9.9   9.3 99.0 99.00
2009 05 25 10 20 248  3.5  4.6 99.00 99.00 99.00 999 1020.0   9.5   9.9   9.5 99.0 99.00
2009 05 25 10 50 249  3.0  3.9  1.41  9.09  6.19 294 1020.1   9.5   9.9   9.5 99.0 99.00
2009 05 25 11 20 248  3.3  4.4 99.00 99.00 99.00 999 1020.1   9.5   9.9   9.5 99.0 99.00
2009 05 25 11 50 253  3.3  4.2  1.54  9.09  6.67 287 1020.2   9.5   9.9   9.5 99.0 99.00
2009 05 25 12 20 251  2.6  3.5 99.00 99.00 99.00 999 1020.3   9.6   9.9   9.6 99.0 99.00
2009 05 25 12 50 263  1.7  2.5  1.33  9.09  7.06 291 1020.4   9.6   9.9   9.6 99.0 99.00
2009 05 25 13 20  47  0.7  1.8 99.00 99.00 99.00 999 1020.6   9.3  10.0   9.3 99.0 99.00
2009 05 25 13 50  14  0.1  0.5  1.25 10.00  7.02 292 1020.8   9.4  10.1   9.4 99.0 99.00
2009 05 25 14 20 337  1.0  1.7 99.00 99.00 99.00 999 1020.8   9.6  10.0   9.6 99.0 99.00
2009 05 25 14 50 334  1.6  2.6  1.16  9.09  7.19 288 1021.0   9.7  10.2   9.6 99.0 99.00
2009 05 25 15 20 312  2.9  4.6 99.00 99.00 99.00 999 1020.9   9.6  10.1   9.6 99.0 99.00
2009 05 25 15 50 314  1.8  2.5  1.22  8.33  7.13 304 1021.0   9.5  10.1   9.5 99.0 99.00
2009 05 25 16 20 308  1.7  2.7 99.00 99.00 99.00 999 1021.1   9.3  10.1   9.3 99.0 99.00
2009 05 25 16 50 317  2.2  3.1  1.37  8.33  6.97 295 1021.0   9.3  10.0   9.3 99.0 99.00
2009 05 25 17 20 316  1.8  2.5 99.00 99.00 99.00 999 1021.0   9.2   9.9   9.2 99.0 99.00
2009 05 25 17 50 335  1.6  2.3 99.00 99.00 99.00 999 1021.1   9.1   9.6   9.1 99.0 99.00
2009 05 25 18 20 358  1.3  2.0 99.00 99.00 99.00 999 1021.0   9.1   9.6   9.1 99.0 99.00
2009 05 25 18 50 311  0.9  1.6  1.51  8.33  6.31 298 1020.9   9.2   9.6   9.2 99.0 99.00
2009 05 25 19 20 301  0.6  1.2 99.00 99.00 99.00 999 1020.8   9.3   9.7   9.3 99.0 99.00
2009 05 25 19 50 303  1.8  2.5  1.45  8.33  6.24 291 1020.7   9.5  10.1   9.5 99.0 99.00
2009 05 25 20 20 304  1.8  2.5 99.00 99.00 99.00 999 1020.6   9.7  10.2   9.7 99.0 99.00
2009 05 25 20 50 264  1.1  1.6  1.52  8.33  6.48 291 1020.5   9.8  10.3   9.8 99.0 99.00
2009 05 25 21 20 256  1.2  1.8 99.00 99.00 99.00 999 1020.3   9.7  10.5   9.7 99.0 99.00
2009 05 25 21 50 262  2.1  2.7  1.34  8.33  6.36 262 1020.1   9.8  10.6   9.8 99.0 99.00
